airline_id,name,alias,code,callsign,country,active
-1,Unknown,\N,N/A,\N,\N,True
1,Private flight,\N,N/A,,,True
2,135 Airways,\N,GNL,GENERAL,United States,False
3,1Time Airline,\N,RNX,NEXTIME,South Africa,True
4,2 Sqn No 1 Elementary Flying Training School,\N,WYT,,United Kingdom,False
5,213 Flight Unit,\N,TFU,,Russia,False
6,223 Flight Unit State Airline,\N,CHD,CHKALOVSK-AVIA,Russia,False
7,224th Flight Unit,\N,TTF,CARGO UNIT,Russia,False
8,247 Jet Ltd,\N,TWF,CLOUD RUNNER,United Kingdom,False
9,3D Aviation,\N,SEC,SECUREX,United States,False
10,40-Mile Air,\N,MLA,MILE-AIR,United States,True
11,4D Air,\N,QRT,QUARTET,Thailand,False
12,611897 Alberta Limited,\N,THD,DONUT,Canada,False
13,Ansett Australia,\N,AAA,ANSETT,Australia,True
14,Abacus International,\N,,,Singapore,True
15,Abelag Aviation,\N,AAB,ABG,Belgium,False
16,Army Air Corps,\N,AAC,ARMYAIR,United Kingdom,False
17,Aero Aviation Centre Ltd.,\N,AAD,SUNRISE,Canada,False
18,Aero Servicios Ejecutivos Internacionales,\N,SII,ASEISA,Mexico,False
19,Aero Biniza,\N,BZS,BINIZA,Mexico,False
20,Aero Albatros,\N,ABM,ALBATROS ESPANA,Spain,False
21,Aigle Azur,\N,AAF,AIGLE AZUR,France,True
22,Aloha Airlines,\N,AAH,ALOHA,United States,True
23,Alaska Island Air,\N,AAK,ALASKA ISLAND,United States,False
24,American Airlines,\N,AAL,AMERICAN,United States,True
25,Aviation Management Corporation,\N,AAM,AM CORP,United States,False
26,Atlantis Airlines (USA),\N,AAO,ATLANTIS AIR,United States,False
27,Aerovista Airlines,\N,AAP,AEROVISTA GROUP,United Arab Emirates,False
28,Asiana Airlines,\N,AAR,ASIANA,Republic of Korea,True
29,Askari Aviation,\N,AAS,AL-AAS,Pakistan,True
30,Australia Asia Airlines,\N,AAU,AUSTASIA,Australia,False
31,Astro Air International,\N,AAV,ASTRO-PHIL,United States,False
32,Afriqiyah Airways,\N,AAW,AFRIQIYAH,Libya,True
33,Afrinat International Airlines,\N,AFU,,Gambia,False
34,Afric'air Express,\N,AAX,AFREX,Ivory Coast,False
35,Allegiant Air,\N,AAY,ALLEGIANT,United States,True
36,Angus Aviation,\N,AAZ,ANGUS,Canada,False
37,Artem-Avia,\N,ABA,ARTEM-AVIA,Ukraine,False
38,African Business and Transportations,\N,ABB,AFRICAN BUSINESS-,Democratic Republic of the Congo,False
39,Aban Air,\N,ABE,ABAN,Iran,False
40,Aerial Oy,\N,ABF,SKYWINGS,Finland,False
41,Abakan-Avia,\N,ABG,ABAKAN-AVIA,Russia,False
42,ABSA - Aerolinhas Brasileiras,\N,TUS,ABSA Cargo,Brazil,True
43,Abaet,\N,ABJ,Abaet,Brazil,False
44,Alberta Citylink,\N,ABK,ALBERTA CITYLINK,Canada,False
45,APSA Colombia,\N,ABO,AEROEXPRESO,Colombia,False
46,Aerovias Bueno,\N,ABU,AEROBUENO,Colombia,False
47,Aerocenter,\N,ACR, Escuela de Formacion de Pioltos Privados de Avion,AEROCENTER,False
48,Antrak Air,\N,ABV,ANTRAK,Ghana,False
49,Airborne Express,\N,ABX,ABEX,United States,False
50,ABX Air,\N,ABX,ABEX,United States,False
51,ATA Brasil,\N,ABZ,ATA-BRAZIL,Brazil,False
52,Avcard Services,\N,ACC,,United Kingdom,False
53,Academy Airlines,\N,ACD,ACADEMY,United States,False
54,Aero Comondu,\N,ACO,AERO COMONDU,Mexico,False
55,Astral Aviation,\N,ACP,ASTRAL CARGO,Kenya,True
56,Air Cess,\N,ACS,,Liberia,False
57,Air Aurora,\N,AAI,BOREALIS,United States,False
58,Air Cargo Transportation System,\N,ACU,AFRISPIRIT,Kenya,False
59,Air Charter Service,\N,ACV,,United Kingdom,False
60,Aero Asia International,\N,RSO,AERO ASIA,Pakistan,False
61,Air Charters,\N,ACX,PARAIR,Canada,False
62,Air Togo,\N,TGA,AIR TOGO,Togo,False
63,Air Somalia,\N,RSM,AIR SOMALIA,Somali Republic,False
64,Atlas Cargo Lines,\N,ACY,ATLAS CARGOLINES,Morocco,False
65,Airservices Australia,\N,ADA,AUSCAL,Australia,False
66,Advance Leasing Company,\N,,,United States,False
67,Aztec Worldwide Airlines,\N,,,United States,False
68,Air Tindi,\N,,,Canadian Territories,True
69,Antonov Airlines,\N,ADB,ANTONOV BUREAU,Ukraine,False
70,Air Atlantic Dominicana,\N,ADC,ATLAN-DOMINICAN,Dominican Republic,False
71,Advanced Air Co.,\N,ADD,,Japan,False
72,Ada Air,\N,ADE,ADA AIR,Albania,True
73,Aerea Flying Training Organization,\N,ADG,AEREA TRAINING,Spain,False
74,Audeli Air,\N,ADI,AUDELI,Spain,False
75,Abicar,\N,ADJ,ABICAR,Ivory Coast,False
76,ADC Airlines,\N,ADK,ADCO,Nigeria,False
77,Aero Dynamics,\N,ADL,COTSWOLD,United Kingdom,False
78,Aerolineas Dominicanas,\N,ADM,DOMINAIR,Dominican Republic,False
79,Aerodienst GmbH,\N,ADN,AERODIENST,Germany,False
80,Aerodiplomatic,\N,ADP,AERODIPLOMATIC,Mexico,False
81,Aerodyne,\N,ADY,AERODYNE,United States,False
82,Avion Taxi,\N,ADQ,AIR DATA,Canada,False
83,Adria Airways,\N,ADR,ADRIA,Slovenia,True
84,Aviones de Sonora,\N,ADS,SONORAV,Mexico,False
85,Air Dorval,\N,ADT,AIR DORVAL,Canada,False
86,Airdeal Oy,\N,ADU,AIRDEAL,Finland,False
87,Advance Air Charters,\N,ADV,ADVANCE,Canada,False
88,Air Andaman,\N,ADW,AIR ANDAMAN,Thailand,False
89,Anderson Aviation,\N,ADX,ANDAX,United States,False
90,Air Europa,\N,AEA,EUROPA,Spain,True
91,Air Southwest Ltd.,\N,ASW,AIRSOUTHWEST,Canada,False
92,Air Special,\N,ASX,AIRSPEC,Czech Republic,False
93,Aero Benin,\N,AEB,AEROBEN,Benin,True
94,Aerocesar,\N,AEC, Aerovias Del Cesar,AEROCESAR,False
95,Aerotrans Airlines,\N,AED,,Russia,False
96,Aegean Airlines,\N,AEE,AEGEAN,Greece,True
97,Aerofumigaciones Sam,\N,AEG,FUMIGACIONES SAM,Chile,False
98,Aeroexpreso Interamericano,\N,AEI,INTERAM,Colombia,False
99,Air Express,\N,AEJ,KHAKI EXPRESS,Tanzania,False
100,Aerocon,\N,AEK,AEROCON,Bolivia,False
101,Aero Madrid,\N,AEM,AEROMADRID,Spain,False
102,Aeroenlaces Nacionales,\N,AEN,,Mexico,False
103,Aeroservicios Ejecutivos Del Occidente,\N,AEO,AERO OCCIDENTE,Mexico,False
104,Aerotec,\N,AEP,AEROTEC,Spain,False
105,Air Atlantique,\N,AAG,ATLANTIC,United Kingdom,False
106,Air Europe,\N,AEL,AIR EUROPE,Italy,True
107,Air Alma,\N,AAJ,AIR ALMA,Canada,False
108,Air Express,\N,AEQ,LUNA,Sweden,False
109,Alaska Central Express,\N,AER,ACE AIR,United States,True
110,ACES Colombia,\N,AES,ACES,Colombia,True
111,Aeronautical Radio of Thailand,\N,AET,AEROTHAI,Thailand,False
112,Astraeus,\N,AEU,FLYSTAR,United Kingdom,True
113,Aeroventas,\N,AEV,AEROVENTAS,Mexico,False
114,Aerosvit Airlines,\N,AEW,AEROSVIT,Ukraine,True
115,Airway Express,\N,AEX,AVCO,United States,False
116,Air Italy,\N,AEY,AIR ITALY,Italy,True
117,Aerial Transit Company,\N,AEZ,AERIAL TRANZ,United States,False
118,Alfa Air,\N,AFA,BLUE ALFA,Czech Republic,False
119,American Falcon,\N,AFB,AMERICAN FALCON,Argentina,False
120,Alliance Airlines,\N,UTY,UNITY,Australia,True
121,Air Universal,\N,UVS,UNI-LEONE,Sierra Leone,False
122,Auvia Air,\N,UVT,AUVIA,Indonesia,False
123,African West Air,\N,AFC,AFRICAN WEST,Senegal,False
124,Airfast Indonesia,\N,AFE,AIRFAST,Indonesia,False
125,Ariana Afghan Airlines,\N,AFG,ARIANA,Afghanistan,True
126,Air Fecteau,\N,AFH,FECTO,Canada,False
127,Africaone,\N,AFI,AFRICAWORLD,Uganda,False
128,Alliance,\N,AFJ,JAMBO,Uganda,False
129,Africa Air Links,\N,AFK,AFRICA LINKS,Sierra Leone,False
130,Aeroflot Russian Airlines,\N,AFL,AEROFLOT,Russia,True
131,Aero Empresa Mexicana,\N,AFO,AERO EMPRESA,Mexico,False
132,Air Bosna,\N,BON,AIR BOSNA,Bosnia and Herzegovina,True
133,Air Bravo,\N,BRF,AIR BRAVO,Uganda,False
134,Air Brasd'or,\N,BRL,BRASD'OR,Canada,False
135,Air 500,\N,BRM,BOOMERANG,Canada,False
136,Alba Servizi Aerotrasporti,\N,AFQ,ALBA,Italy,False
137,Air France,\N,AFR,AIRFRANS,France,True
138,Air Partner,\N,ACG,AIR PARTNER,United Kingdom,False
139,Air Caledonie International,\N,ACI,AIRCALIN,France,True
140,Air Caledonia,\N,ACM,WEST CAL,Canada,False
141,Air Guam,\N,AGM,AIR GUAM,United States,False
142,Air Gabon,\N,AGN,GOLF NOVEMBER,Gabon,False
143,Air Data,\N,AFS,,United Kingdom,False
144,Air Afrique Vacancies,\N,AFV,AFRIQUE VACANCE,Ivory Coast,False
145,Air Cargo America,\N,MVM,PEGASUS,United States,False
146,Air Salone,\N,,,Sierra Leone,True
147,Air-Angol,\N,NGO,AIR ANGOL,Angola,False
148,Air Nigeria,\N,NGP,REGAL EAGLE,Nigeria,False
149,Air Cargo Carriers,\N,SNC,NIGHT CARGO,United States,True
150,Air Samarkand,\N,SND,ARSAM,Uzbekistan,False
151,Air Senegal International,\N,SNG,AIR SENEGAL,Senegal,False
152,Air Sandy,\N,SNY,AIR SANDY,Canada,False
153,Air Namibia,\N,NMB,NAMIBIA,Namibia,True
154,Air Intersalonika,\N,NSK,INTERSALONIKA,Greece,False
155,Air Anatolia,\N,NTL,AIR ANATOLIA,Turkey,False
156,Air Saigon,\N,SGA,AIR SAIGON,Vietnam,False
157,Afrique Regional Airways,\N,AFW,AFRAIR,Ivory Coast,False
158,Airfreight Express,\N,AFX, ,United Kingdom,False
159,Africa Chartered Services,\N,AFY,AFRICA CHARTERED,Nigeria,False
160,Africa Freight Services,\N,AFZ,AFREIGHT,Zambia,False
161,Aeronaves Del Centro,\N,AGA,,Venezuela,False
162,Air Service Gabon,\N,AGB,,Gabon,False
163,Arab Agricultural Aviation Company,\N,AGC,AGRICO,Egypt,False
164,Atlantic Gulf Airlines,\N,AGF,ATLANTIC GULF,United States,False
165,Aerolitoral,\N,SLI,COSTERA,Mexico,True
166,Algoma Airways,\N,AGG,ALGOMA,Canada,False
167,Altagna,\N,AGH,ALTAGNA,France,False
168,Angola Air Charter,\N,AGO,ANGOLA CHARTER,Angola,False
169,Angola Air Charter,\N,AGO,ANGOLA CHARTER,Angola,False
170,AERFI Group,\N,AGP,AIR TARA,Ireland,False
171,Aerogala,\N,AGQ,GALASERVICE,Chile,False
172,Amadeus Global Travel Distribution,\N,AGT,AMADEUS,Spain,False
173,Angara Airlines,\N,AGU,SARMA,Russia,False
174,Air Glaciers,\N,AGV,AIR GLACIERS,Switzerland,True
175,Aero Gambia,\N,AGW,AERO GAMBIA,Gambia,False
176,Aviogenex,\N,AGX,GENEX,Serbia,True
177,Atlantic Coast Airlines,\N,BLR,BLUE RIDGE,United States,False
178,Aero Barloz,\N,BLZ,AEROLOZ,Mexico,False
179,Aeroper,\N,PLI,Aeroperu,Peru,True
180,Atlas Blue,\N,BMM,ATLAS BLUE,Morocco,True
181,Aero Banobras,\N,BNB,AEROBANOBRAS,Mexico,False
182,Aero Flight Service,\N,AGY,FLIGHT GROUP,United States,False
183,Agrolet-Mci,\N,AGZ,AGROLET,Slovakia,False
184,Air Alpha Greenland,\N,AHA,AIR ALPHA,Denmark,False
185,Azal Avia Cargo,\N,AHC,AZALAVIACARGO,Azerbaijan,False
186,Airport Helicopter Basel,\N,AHE, Muller & Co.,AIRPORT HELICOPTER,False
187,Aeroservices Corporate,\N,CJE,BIRD JET,France,False
188,Aspen Helicopters,\N,AHF,ASPEN,United States,False
189,Aerochago Airlines,\N,AHG,AEROCHAGO,Dominican Republic,False
190,Airplanes Holdings,\N,AHH,AIRHOLD,Ireland,False
191,Air Hong Kong,\N,AHK,AIR HONG KONG,Hong Kong,False
192,Aerochiapas,\N,AHP,AEROCHIAPAS,Mexico,False
193,Air Adriatic,\N,AHR,ADRIATIC,Croatia,False
194,Air Viggi San Raffaele,\N,AHS,AIRSAR,Italy,False
195,ABC Air Hungary,\N,AHU,ABC HUNGARY,Hungary,False
196,Aeromist-Kharkiv,\N,AHW,AEROMIST,Ukraine,False
197,Azerbaijan Airlines,\N,AHY,AZAL,Azerbaijan,True
198,Avies,\N,AIA,AVIES,Estonia,True
199,Airbus Industrie,\N,AIB,AIRBUS INDUSTRIE,France,False
200,Alpine Air Chile,\N,AIH,ALPINE CHILE,Chile,False
201,Air Integra,\N,AII,INTEGRA,Canada,False
202,ABC Aerolineas,\N,AIJ,ABC AEROLINEAS,Mexico,False
203,African Airlines International Limited,\N,AIK,AFRICAN AIRLINES,Kenya,False
204,African International Airways,\N,AIN,FLY CARGO,Swaziland,False
205,Alpine Air Express,\N,AIP,ALPINE AIR,United States,False
206,Alicante Internacional Airlines,\N,AIU,ALIA,Spain,False
207,Aba Air,\N,ABP,BAIR,Czech Republic,False
208,Airblue,\N,ABQ,PAKBLUE,Pakistan,True
209,Airmark Aviation,\N,THM,THAI AIRMARK,Thailand,False
210,Airlift International,\N,AIR,AIRLIFT,United States,True
211,Airest,\N,AIT, ,Estonia,False
212,Air Baffin,\N,BFF,AIR BAFFIN,Canada,False
213,Air Bandama,\N,BDM,BANDAMA,Ivory Coast,False
214,Air Berlin,\N,BER,AIR BERLIN,Germany,True
215,Air Brousse,\N,ABT,AIR BROUSSE,Canada,False
216,Air Contractors,\N,ABR,CONTRACT,Ireland,False
217,Air Illinois,\N,AIL,AIR ILLINOIS,United States,False
218,Air India Limited,\N,AIC,AIRINDIA,India,True
219,Air Inter Gabon,\N,AIG, ,Gabon,False
220,Air Bourbon,\N,BUB,BOURBON,Reunion,True
221,Air Atlanta Icelandic,\N,ABD,ATLANTA,Iceland,True
222,Air Inuit,\N,AIE,AIR INUIT,Canada,False
223,Air Sureste,\N,AIS,SURESTE,Spain,False
224,Air Srpska,\N,SBK,Air Srpska,Bosnia and Herzegovina,False
225,Air Tahiti Nui,\N,THT,TAHITI AIRLINES,France,True
226,Airvias S/A Linhas Aereas,\N,AIV,AIRVIAS,Brazil,False
227,Aero Services Executive,\N,BES,BIRD EXPRESS,France,False
228,Atlantic Island Airways,\N,AIW,TARTAN,Canada,False
229,Aircruising Australia,\N,AIX,CRUISER,Australia,False
230,Aircrew Check and Training Australia,\N,AIY,AIRCREW,Australia,False
231,Arkia Israel Airlines,\N,AIZ,ARKIA,Israel,True
232,A J Services,\N,AJA,AYJAY SERVICES,United Kingdom,False
233,Aero JBR,\N,AJB,AERO JBR,Mexico,False
234,Aero Jet Express,\N,AJE,JET EXPRESS,Mexico,False
235,Avia Consult Flugbetriebs,\N,AJF,AVIACONSULT,Austria,False
236,Ameristar Jet Charter,\N,AJI,AMERISTAR,United States,False
237,A2 Jet Leasing,\N,AJJ,ATLANTIC JET,United States,False
238,Allied Air,\N,AJK,BAMBI,Nigeria,False
239,Air Jamaica,\N,AJM,JAMAICA,Jamaica,True
240,Air One,\N,ADH,HERON,Italy,True
241,Air Sahara,\N,RSH,SAHARA,India,True
242,Air Malta,\N,AMC,AIR MALTA,Malta,True
243,Aeroejecutivo,\N,AJO,AEROEXO,Mexico,False
244,Aero Jets Corporativos,\N,AJP,AEROJETS,Mexico,False
245,Aeroejecutivos Colombia,\N,AJS,AEROEJECUTIVOS,Colombia,False
246,Amerijet International,\N,AJT,AMERIJET,United States,False
247,Air Jetsul,\N,AJU,AIRJETSUL,Portugal,False
248,ANA & JP Express,\N,AJV,AYJAY CARGO,Japan,False
249,Alpha Jet International,\N,AJW,ALPHAJET,United States,False
250,Air Japan,\N,AJX,AIR JAPAN,Japan,True
251,Ajet,\N,AJY,AYJET,Cyprus,False
252,Air Korea Co. Ltd.,\N,AKA,,Republic of Korea,True
253,Air Livonia,\N,LIV,LIVONIA,Estonia,False
254,Air BC,\N,ABL,AIRCOACH,Canada,False
255,Air Fret Senegal,\N,ABN, ,Senegal,False
256,Air Jamahiriya Company,\N,LJA,AIR JAMAHIRIYA,Libya,False
257,Aktjubavia,\N,AKB,KARAB,Kazakhstan,False
258,Arca Aerovias Colombianas Ltda.,\N,AKC,ARCA,Colombia,False
259,Anikay Air Company,\N,AKF,ANIKAY,Kyrgyzstan,False
260,Akhal,\N,AKH,AKHAL,Turkmenistan,False
261,Aeromilenio,\N,MNI,AEROMIL,Mexico,False
262,Aklak Air,\N,AKK,AKLAK,Canada,False
263,Air Kiribati,\N,AKL,,Kiribati,True
264,Alkan Air,\N,AKN,ALKAN AIR,Canada,False
265,Angkor Airways,\N,AKW,ANGKORWAYS,Cambodia,False
266,Air Nippon Network Co. Ltd.,\N,AKX,ALFA WING,Japan,False
267,AK Navigator LLC,\N,AKZ,ABSOLUTE,Kazakhstan,False
268,Aero Albatros,\N,ALB,ALBATROS,Mexico,False
269,Albion Aviation,\N,ALD,ALBION,United Kingdom,False
270,Aeroalas Colombia,\N,ALE,AEROALAS,Colombia,False
271,Allied Command Europe (Mobile Force),\N,ALF,ACEFORCE,Belgium,False
272,Aerotaxis Albatros,\N,BTS,AEROLINEAS ALBATROS,Mexico,False
273,American Flyers,\N,FYS,AMERICAN FLYERS,United States,False
274,Aero Coach Aviation,\N,DFA,AERO COACH,United States,False
275,Atlantic Southeast Airlines,\N,CAA,Chandler,United States,False
276,ACM Air Charter,\N,BVR,BAVARIAN,Germany,False
277,Air Logistics,\N,ALG,AIRLOG,United States,False
278,Aerovallarta,\N,ALL,VALLARTA,Mexico,False
279,Air ALM,\N,ALM,ANTILLEAN,Netherlands Antilles,False
280,Air Lincoln,\N,ALN,CHICAGO LINCOLN,United States,False
281,America West Airlines,\N,AWE,CACTUS,United States,True
282,Air Wisconsin,\N,AWI,AIR WISCONSIN,United States,True
283,Aerotransporte de Carga Union,\N,TNO,AEROUNION,Mexico,False
284,Aero Taxis Cessna,\N,TND,TAXIS CESSNA,Mexico,False
285,Arizona Express Airlines,\N,TMP,TEMPE,United States,False
286,Tatarstan Airlines,\N,TAK,TATARSTAN,Russia,True
287,Allegheny Commuter Airlines,\N,ALO,ALLEGHENY,United States,True
288,Alpliner AG,\N,ALP,ALPINER,Switzerland,False
289,Altair Aviation (1986),\N,ALQ,ALTAIR,Canada,False
290,Air Luxor STP,\N,ALU,LUXORJET,Sao Tome and Principe,False
291,Alas de Venezuela,\N,ALV,ALVEN,Venezuela,False
292,Alas Nacionales,\N,ALW, S.A.,ALNACIONAL,False
293,Alyeska Air Service,\N,ALY,ALYESKA,United States,False
294,Alta Flights (Charters) Ltd.,\N,ALZ, ,Canada,False
295,Air Sunshine,\N,RSI,AIR SUNSHINE,United States,True
296,ATMA,\N,AMA,ADIK,Kazakhstan,False
297,Aerolineas Medellin,\N,AMD,AEROLINEAS MEDELLIN,Colombia,False
298,Ameriflight,\N,AMF,AMFLIGHT,United States,False
299,Air Libert,\N,,,France,True
300,Air Lithuania,\N,KLA,KAUNAS,Lithuania,False
301,Air Minas Linhas A,\N,AMG,AIR MINAS,Brazil,False
302,Alan Mann Helicopters Ltd.,\N,AMH,MANN,United Kingdom,False
303,Air Maldives,\N,AMI,AIR MALDIVES,Maldives,False
304,Aviation Amos,\N,AMJ,AVIATION AMOS,Canada,False
305,Amerer Air,\N,AMK,AMER AIR,Austria,False
306,Air Malawi,\N,AML,MALAWI,Malawi,True
307,Aeroputul International Marculesti,\N,AMM,AEROM,Moldova,False
308,Air Montenegro,\N,AMN,MONTENEGRO,Montenegro,False
309,Air Montreal (Air Holdings Inc.),\N,AMO,AIR MONTREAL,Canada,False
310,Aero Transporte S.A. (ATSA),\N,AMP,ATSA,Peru,False
311,Aeromedicare Ltd.,\N,AMQ,LIFELINE,United Kingdom,False
312,Air Sicilia,\N,,,Italy,True
313,Air Specialties Corporation,\N,AMR,AIR AM,United States,False
314,Air Muskoka,\N,AMS,AIR MUSKOKA,Canada,False
315,ATA Airlines,\N,AMT,AMTRAN,United States,True
316,Air Macau,\N,AMU,AIR MACAO,Macao,True
317,AMC Airlines,\N,AMV,,Egypt,True
318,Air Midwest,\N,AMW,AIR MIDWEST,United States,False
319,Air Seychelles,\N,SEY,SEYCHELLES,Seychelles,True
320,Air Sofia,\N,SFB,AIR SOFIA,Bulgaria,False
321,AeroMéxico,\N,AMX,AEROMEXICO,Mexico,True
322,Air Ambar,\N,AMY,AIR AMBAR,Dominican Republic,False
323,Amiya Airline,\N,AMZ,AMIYA AIR,Nigeria,False
324,All Nippon Airways,ANA All Nippon Airways,ANA,ALL NIPPON,Japan,True
325,Air Navigation And Trading Co. Ltd.,\N,ANB,AIR NAV,United Kingdom,False
326,Anglo Cargo,\N,ANC,ANGLO,United Kingdom,False
327,Air Nostrum,\N,ANE,AIR NOSTRUM,Spain,True
328,Air Niugini,\N,ANG,NUIGINI,Papua New Guinea,True
329,Air Arabia,\N,ABY,ARABIA,United Arab Emirates,True
330,Air Canada,\N,ACA,AIR CANADA,Canada,True
331,Airport Bratsk,\N,BRP,AEROBRA,Russia,False
332,Air Wings,\N,BSB,ARBAS,Moldova,False
333,Air Baltic,\N,BTI,AIRBALTIC,Latvia,True
334,Alajnihah for Air Transport,\N,ANH,ALAJNIHAH,Libya,False
335,Air Atlantic (Nig) Limited,\N,ANI,NIGALANTIC,Nigeria,False
336,Air Nippon,\N,ANK,ANK AIR,Japan,True
337,Antares Airtransport,\N,ANM, Maintenance & Service GmbH,ANTARES,False
338,Airnorth,\N,ANO,TOPEND,Australia,True
339,Aerol,\N,ANQ,ANTIOQUIA,Colombia,False
340,Andes Lineas Aereas,\N,ANS,AEROANDES,Argentina,False
341,Air North Charter - Canada,\N,ANT,AIR NORTH,Canada,True
342,Air Nevada,\N,ANV,AIR NEVADA,United States,False
343,AOM French Airlines,\N,AOM,French Lines,France,False
344,Aviacion Del Noroeste,\N,ANW, S.A. de C.V.,AVINOR,False
345,Air New Zealand,\N,ANZ,NEW ZEALAND,New Zealand,True
346,Avia Jaynar,\N,SAP,TOBOL,Kazakhstan,False
347,Aero Servicios Empresariales,\N,EMS,SERVIEMPRESARIAL,Mexico,False
348,Alcon Servicios Aereos,\N,AOA, S.A. de C.V.,ALCON,False
349,AVCOM,\N,AOC,AERO AVCOM,Russia,False
350,Aero Vodochody,\N,AOD,AERO CZECH,Czech Republic,False
351,Air One Executive,\N,AOE, ,Italy,False
352,Atair Pty Ltd.,\N,AOF,ATAIR,South Africa,False
353,Aero VIP,\N,AOG,AVIP,Argentina,False
354,Aeromundo Ejecutivo,\N,MUN,AEROMUNDO,Mexico,False
355,Aerolinea Muri,\N,MUR,MURI,Mexico,False
356,Astoria,\N,AOI, Inc.,ASTORIA,False
357,Aero Rent JSC,\N,NRO,AEROMASTER,Russia,False
358,Aeronord-Grup,\N,NRP,AERONORD,Moldova,False
359,Aeroatlantico Colombia,\N,AOK,,Colombia,False
360,Angkor Airlines,\N,AOL,ANGKOR AIR,Cambodia,False
361,Aero Entreprise,\N,AON,AERO ENTERPRISE,France,False
362,As,\N,AOO, Opened Joint Stock Company,COMPANY AS,False
363,Aeropiloto,\N,AOP,AEROPILOTO,Portugal,False
364,Aeroenlaces Nacionales,\N,VIV,AEROENLACES,Mexico,False
365,Aerovis Airlines,\N,VIZ,AEROVIZ,Ukraine,False
366,Avjet International (FZE),\N,VJE,,United Arab Emirates,False
367,Aerovista Gulf Express,\N,VGF,VISTA GULF,United Arab Emirates,False
368,Air Vegas,\N,VGA,AIR VEGAS,United States,False
369,Almaver,\N,VER,ALMAVER,Mexico,False
370,Afro International Ent. Limited,\N,AOR,INTER-AFRO,Nigeria,False
371,Alitalia Express,\N,SMX,ALIEXPRESS,Italy,True
372,Asia Overnight Express,\N,AOT,ASIA OVERNIGHT,Philippines,False
373,Air Tractor,\N,AOU,AIR TRACTOR,Croatia,False
374,Aero Vision,\N,AOV,AEROVISION,France,False
375,Aerotaxi Del Valle,\N,AOX,AEROVALLE,Colombia,False
376,Air Park Aviation Ltd.,\N,APA,CAN-AM,Canada,False
377,Airpac Airlines,\N,APC, Inc.,AIRPAC,False
378,Aeroservicios Monterrey,\N,SVM,SERVIMONTE,Mexico,False
379,Amapola Flyg AB,\N,APF,AMAPOLA,Sweden,False
380,Air People International,\N,APG,AIR PEOPLE,Thailand,False
381,Alpha Aviation,\N,APH, Inc.,AIRFLIGHT,False
382,ASA Pesada,\N,API, Lda.,ASA PESADA,False
383,Air Print,\N,APJ, S.A.,AIR PRINT,False
384,Atlantic Airlines,\N,BJK,BLACKJACK,United States,False
385,Aerotransporte Petrolero,\N,PET,AEROPETRO,Colombia,False
386,Aero Flight,\N,ARF,Aero Fox,Germany,True
387,ACM Aviation,\N,BJT,BAY JET,United States,False
388,Aircompany Barcol,\N,BKL,BARCOL,Russia,False
389,All Charter Limited,\N,BLA,ALL CHARTER,United Kingdom,False
390,Appalachian Flying Service,\N,APL, Inc.,APPALACHIAN,False
391,Airpac,\N,APM, Inc.,ALASKA PACIFIC,False
392,Aeropro,\N,APO,AEROPRO,Canada,False
393,Aerolineas Pacifico Atlantico,\N,APP, S.A. (Apair),AEROPERLAS,False
394,Aspen Aviation,\N,APQ,ASPEN BASE,United States,False
395,Aeropuma,\N,APU, S.A.,AEROPUMA,False
396,Air Plan International,\N,APV,AIR PLAN,Democratic Republic of the Congo,False
397,Arrow Air,\N,APW,BIG A,United States,True
398,Apex Air Cargo,\N,APX,PARCEL EXPRESS,United States,False
399,APA Internacional,\N,APY,APA INTERNACIONAL,Dominican Republic,False
400,Aeroatlas,\N,AQA, S.A.,ATCO,False
401,Aquila Air Ltd.,\N,AQL,AQUILA,Canada,False
402,Air Queensland,\N,AQN,BUSHAIR,Australia,False
403,Aluminum Company Of America,\N,AQO,ALCOA SHUTTLE,United States,False
404,Aviones de Renta de Quintana Roo,\N,AQT, S.A. de C.V.,AVIOQUINTANA,False
405,AirQuarius Aviation,\N,AQU,QUARIUS,South Africa,False
406,Aerodyne Charter Company,\N,AQZ,QUANZA,United States,False
407,Arik Air,\N,ARA,ARIK AIR,Nigeria,False
408,Avia Air N.V.,\N,ARB,AVIAIR,Aruba,False
409,Air Routing International Corp.,\N,ARC, ,United States,False
410,Aerocondor,\N,ARD,AEROCONDOR,Portugal,True
411,Aires,\N,ARE, Aerovias de Integracion Regional, S.A.,True
412,Aerolineas Argentinas,\N,ARG,ARGENTINA,Argentina,True
413,Arrowhead Airways,\N,ARH,ARROWHEAD,United States,False
414,Aero Vics,\N,ARI,AEROVICS,Mexico,False
415,Aerojet de Costa Rica,\N,ARJ, S.A.,,False
416,Antillana De Navegacion Aerea,\N,SUN,,Dominican Republic,False
417,Aeroservicios De San Luis,\N,SUO,SERVICIO SANLUIS,Mexico,False
418,Aerosuper,\N,SUP,AEROSUPER,Mexico,False
419,Aero Link Air Services S.L.,\N,ARK,LINK SERVICE,Spain,False
420,Airlec - Air Aquitaine Transport,\N,ARL,AIRLEC,France,False
421,Aeromarket Express,\N,ARM,AMEX,Spain,False
422,Arrow Aviation Ltd.,\N,ARO,ARROW,Canada,False
423,RPA-Aviataxi Ltd.,\N,ARP,,Russia,False
424,Air Klaipeda,\N,KLD,AIR KLAIPEDA,Lithuania,False
425,Armstrong Air,\N,ARQ, Inc.,ARMSTRONG,False
