airline_id,name,alias,code,callsign,country,active
2951,Isles of Scilly Skybus,\N,IOS,SCILLONIA,United Kingdom,False
2952,Israel Aircraft Industries,\N,IAI,ISRAEL AIRCRAFT,Israel,False
2953,Israeli Air Force,\N,IAF,,Israel,False
2954,Israir,\N,ISR,ISRAIR,Israel,True
2955,Istanbul Airlines,\N,IST,ISTANBUL,Turkey,False
2956,Itali Airlines,\N,ACL,ITALI,Italy,False
2957,Italy First,\N,IFS,RIVIERA,Italy,False
2958,Itek Air,\N,IKA,ITEK-AIR,Kyrgyzstan,True
2959,Ivoire Aero Services,\N,IVS,IVOIRE AERO,Ivory Coast,False
2960,Ivoire Airways,\N,IVW,IVOIRAIRWAYS,Ivory Coast,False
2961,Ivoire Jet Express,\N,IJE,IVOIRE JET,Ivory Coast,False
2962,Iwamoto Crane Co Ltd,\N,OIC,,Japan,False
2963,Ixair,\N,IXR,X-BIRD,France,False
2964,Izair,\N,IZM,IZMIR,Turkey,False
2965,Izhavia,\N,IZA,IZHAVIA,Russia,False
2966,J C Bamford (Excavators),\N,JCB,JAYSEEBEE,United Kingdom,False
2967,J P Hunt Air Carriers,\N,RFX,REFLEX,United States,False
2968,J-Air,\N,JLJ,J AIR,Japan,False
2969,JAL Express,\N,JEX,JANEX,Japan,True
2970,JALways,\N,JAZ,JALWAYS,Japan,True
2971,JDAviation,\N,JDA,JAY DEE,United Kingdom,False
2972,JDP Lux,\N,JDP,RED PELICAN,Luxembourg,False
2973,JHM Cargo Expreso,\N,JHM,,Costa Rica,False
2974,JM Family Aviation,\N,TQM,TACOMA,United States,False
2975,JMC Airlines,\N,JMC,JAYEMMSEE,United Kingdom,False
2976,JSC Transport Automated Information Systems,\N,,,Russia,False
2977,JS Air,\N,JSJ,JS CHARTER,Pakistan,False
2978,JS Aviation,\N,JES,JAY-ESS AVIATION,Mexico,False
2979,Jackson Air Services,\N,JCK,JACKSON,Canada,False
2980,Jade Cargo International,\N,JAE,JADE CARGO,China,False
2981,Jamahiriya Airways,\N,JAW,JAW,Libya,False
2982,Jambo Africa Airlines,\N,JMB,JAMBOAFRICA,Democratic Republic of Congo,False
2983,Jana-Arka,\N,JAK,YANZAR,Kazakhstan,False
2984,Janair,\N,JAX,JANAIR,United States,False
2985,Japan Air Commuter,\N,JAC,COMMUTER,Japan,False
2986,Japan Aircraft Service,\N,JSV,,Japan,False
2987,Japan Airlines,JAL Japan Airlines,JAL,JAPANAIR,Japan,True
2988,Japan Airlines Domestic,\N,JAL,J-BIRD,Japan,True
2989,Japan Asia Airways,\N,JAA,ASIA,Japan,True
2990,Japan Transocean Air,\N,JTA,JAI OCEAN,Japan,True
2991,Jat Airways,\N,JAT,JAT,Serbia,False
2992,Jatayu Airlines,\N,JTY,JATAYU,Indonesia,False
2993,Jazeera Airways,\N,JZR,JAZEERA,Kuwait,True
2994,Jeju Air,\N,JJA,JEJU AIR,Republic of Korea,True
2995,Jenney Beechcraft,\N,JNY,JENAIR,United States,False
2996,Jeppesen Data Plan,\N,XLD,,United States,False
2997,Jeppesen UK,\N,JPN,JETPLAN,United Kingdom,False
2998,Jet Air,\N,JEA,JETA,Poland,False
2999,Jet Air Group,\N,JSI,SISTEMA,Russia,False
3000,Jet Airways,\N,JAI,JET AIRWAYS,India,True
3001,Jet Airways,\N,,,United States,True
3002,Jet Aspen Air Lines,\N,JTX,JET ASPEN,United States,False
3003,Jet Aviation,\N,PJS,JETAVIATION,Switzerland,False
3004,Jet Aviation Business Jets,\N,BZF,BIZFLEET,United States,False
3005,Jet Center Flight Training,\N,JCF,JET CENTER,Spain,False
3006,Jet Charter,\N,JCT,JET CHARTER,United States,False
3007,Jetclub,\N,,,Switzerland,False
3008,Jet Connection,\N,JCX,JET CONNECT,Germany,False
3009,Jet Courier Service,\N,DWW,DON JUAN,United States,False
3010,Jet East International,\N,JED,JET EAST,United States,False
3011,Jet Executive International Charter,\N,JEI,JET EXECUTIVE,Germany,False
3012,Jet Fighter Flights,\N,RZA,RAZOR,Australia,False
3013,Jet Freighters,\N,CFT,CASPER FREIGHT,United States,False
3014,Jet G&D Aviation,\N,JGD,JET GEE-AND-DEE,Israel,False
3015,Jet Line International,\N,MJL,MOLDJET,Moldova,False
3016,Jet Link,\N,JEK,JET OPS,Israel,False
3017,Jet Link Aviation,\N,HTL,HEARTLAND,United States,False
3018,Jet Norte,\N,JNR,JET NORTE,Mexico,False
3019,Jet Rent,\N,JRN,JET RENT,Mexico,False
3020,Jet Service,\N,JDI,JEDI,Poland,False
3021,Jetstar Asia Airways,\N,JSA,JETSTAR ASIA,Singapore,True
3022,Jet Stream,\N,JSM,JET STREAM,Moldova,False
3023,Jet Trans Aviation,\N,JTC,JETRANS,Ghana,False
3024,Jet-2000,\N,JTT,MOSCOW JET,Russia,False
3025,Jet-Ops,\N,OPS,OPS-JET,United Arab Emirates,False
3026,Jet2.com,\N,EXS,CHANNEX,United Kingdom,True
3027,Jet4You,,JFU,ARGAN,Morocco,True
3028,JetAfrica Swaziland,\N,OSW,BEVO,Swaziland,False
3029,JetBlue Airways,\N,JBU,JETBLUE,United States,True
3030,JetConnect,\N,QNZ,QANTAS JETCONNECT,New Zealand,False
3031,JetMagic,\N,JMG,JET MAGIC,Ireland,False
3032,Jetairfly,\N,JAF,BEAUTY,Belgium,True
3033,Jetall Holdings,\N,JTL,FIREFLY,Canada,False
3034,Jetalliance,\N,JAG,JETALLIANCE,Austria,False
3035,Jetclub,\N,JCS,JETCLUB,Switzerland,False
3036,Jetcorp,\N,UEJ,JETCORP,United States,False
3037,Jetcraft Aviation,\N,JCC,JETCRAFT,Australia,False
3038,Jetex Aviation,\N,JXA,,Lebanon,False
3039,Jetflite,\N,JEF,JETFLITE,Finland,True
3040,Jetfly Airlines,\N,JFL,LINEFLYER,Austria,False
3041,Jetgo International,\N,JIC,JIC-JET,Thailand,False
3042,Jetlink Express,\N,JLX,KEN JET,Kenya,False
3043,Jetlink Holland,\N,JLH,,Netherlands,False
3044,Jetnova de Aviacion Ejecutiva,\N,JNV,JETNOVA,Spain,False
3045,Jetpro,\N,JPO,JETPRO,Mexico,False
3046,Jetran Air,\N,MDJ,JETRAN AIR,Romania,False
3047,Jetrider International,\N,JRI,JETRIDER,United Kingdom,False
3048,Jets Ejecutivos,\N,JEJ,MEXJETS,Mexico,False
3049,Jets Personales,\N,JEP,JET PERSONALES,Spain,False
3050,Jets Y Servicios Ejecutivos,\N,JSE,SERVIJETS,Mexico,False
3051,JetsGo,\N,JGO,JETSGO,Canada,False
3052,Jetstar Airways,\N,JST,JETSTAR,Australia,True
3053,Jetstream Air,\N,JSH,STREAM-AIR,Hungary,False
3054,Jetstream Executive Travel,\N,JXT,VANNIN,United Kingdom,False
3055,Jett Paqueteria,\N,JPQ,JETT PAQUETERIA,Mexico,False
3056,Jett8 Airlines Cargo,\N,JEC,,Singapore,False
3057,Jettime,\N,JTG,JETTIME,Denmark,False
3058,Jettrain Corporation,\N,JTN,JETTRAIN,United States,False
3059,Jetways of Iowa,\N,JWY,JETWAYS,United States,False
3060,Jetx Airlines,\N,JXX,JETBIRD,Iceland,False
3061,Jibair,\N,JIB,JIBAIRLINE,Djibouti,False
3062,Jigsaw Project,\N,JSW,JIGSAW,United Kingdom,False
3063,Jim Hankins Air Service,\N,HKN,HANKINS,United States,False
3064,Jim Ratliff Air Service,\N,RAS,SHANHIL,United States,False
3065,Joanas Avialinijos,\N,JDG,LADYBLUE,Lithuania,False
3066,Job Air,\N,JBR,JOBAIR,Czech Republic,False
3067,Johnson Air,\N,JHN,AIR JOHNSON,United States,False
3068,Johnsons Air,\N,JON,JOHNSONSAIR,Ghana,False
3069,Johnston Airways,\N,JMJ,JOHNSTON,United States,False
3070,Joint Military Commission,\N,JMM,JOICOMAR,Sudan,False
3071,Jomartaxi Aereo,\N,JMT,JOMARTAXI,Mexico,False
3072,Jonsson,\N,ODI, H Air Taxi,ODINN,False
3073,Jordan Aviation,\N,JAV,JORDAN AVIATION,Jordan,False
3074,Jordan International Air Cargo,\N,JCI,,Jordan,False
3075,Jorvik,\N,JVK,ISLANDIC,Iceland,False
3076,Ju-Air,\N,JUR,JUNKERS,Switzerland,False
3077,Juanda Flying School,\N,JFS,JAEMCO,Indonesia,False
3078,Juba Cargo Services & Aviation Company,\N,JUC,JUBA CARGO,Sudan,False
3079,Jubba Airways,\N,JUB,JUBBA,Somali Republic,False
3080,Jubilee Airways,\N,DKE,DUKE,United Kingdom,False
3081,Juneyao Airlines,\N,DKH,JUNEYAO AIRLINES,China,True
3082,Justair Scandinavia,\N,MEY,MELODY,Sweden,False
3083,Justice Prisoner and Alien Transportation System,\N,DOJ,JUSTICE,United States,False
3084,K D Air Corporation,\N,KDC,KAY DEE,Canada,False
3085,K S Avia,\N,KSA,SKY CAMEL,Latvia,False
3086,K-Mile Air,\N,KMI,KAY-MILE AIR,Thailand,False
3087,KD Avia,\N,KNI,KALININGRAD AIR,Russia,True
3088,KLM Cityhopper,\N,KLC,CITY,Netherlands,True
3089,KLM Helicopter,\N,KLH,KLM HELI,Netherlands,False
3090,KLM Royal Dutch Airlines,\N,KLM,KLM,Netherlands,True
3091,Kabo Air,\N,QNK,KABO,Nigeria,False
3092,Kahama Mining Corporation,\N,KMC,KAHAMA,Tanzania,False
3093,Kaiser Air,\N,KAI,KAISER,United States,False
3094,Kalitta Air,\N,CKS,CONNIE,United States,False
3095,Kalitta Charters,\N,KFS,KALITTA,United States,False
3096,Kallat El Saker Air Company,\N,KES,KALLAT EL SKER,Libya,False
3097,Kam Air,\N,KMF,KAMGAR,Afghanistan,True
3098,Kampuchea Airlines,\N,KMP,KAMPUCHEA,Cambodia,False
3099,Kanaf-Arkia Airlines,\N,KIZ,,Israel,False
3100,Kanfey Ha'emek Aviation,\N,KHE,KANFEY HAEMEK,Israel,False
3101,Kansas State University,\N,KSU,K-STATE,United States,False
3102,Karat,\N,AKT,AVIAKARAT,Russia,False
3103,Karibu Airways Company,\N,KRB,KARIBU AIR,Tanzania,False
3104,Karlog Air Charter,\N,KLG,KARLOG,Denmark,False
3105,Karthago Airlines,\N,KAJ,KARTHAGO,Tunisia,False
3106,Kartika Airlines,\N,KAE,KARTIKA,Indonesia,False
3107,Kata Transportation,\N,KTV,KATAVIA,Sudan,False
3108,Katekavia,\N,KTK,KATEKAVIA,Russia,False
3109,Kato Airline,\N,KAT,KATO-AIR,Norway,False
3110,Kavminvodyavia,\N,MVD,AIR MINVODY,Russia,True
3111,Kavouras Inc,\N,XKA,,United States,False
3112,Kaz Agros Avia,\N,KRN,ANTOL,Kazakhstan,False
3113,Kaz Air West,\N,KAW,KAZWEST,Kazakhstan,False
3114,Kazan Aviation Production Association,\N,KAO,KAZAVAIA,Russia,False
3115,Kazan Helicopters,\N,KPH,KAMA,Russia,False
3116,Kazavia,\N,KKA,KAKAIR,Kazakhstan,False
3117,Kazaviaspas,\N,KZS,SPAKAZ,Kazakhstan,False
3118,Keenair Charter -,\N,JFK,KEENAIR,United Kingdom,False
3119,Kelix Air,\N,KLX,KELIX,Nigeria,False
3120,Kelner Airways,\N,FKL,KELNER,Canada,False
3121,Kelowna Flightcraft Air Charter,\N,KFA,FLIGHTCRAFT,Canada,False
3122,Kendell Airlines,\N,KDA,KENDELL,Australia,True
3123,Kenmore Air,\N,KEN,KENMORE,United States,True
3124,Kenn Borek Air,\N,KBA,BOREK AIR,Canada,False
3125,Kent Aviation,\N,KAH,DEKAIR,Canada,False
3126,Kenya Airways,\N,KQA,KENYA,Kenya,True
3127,Kevis,\N,KVS,KEVIS,Kazakhstan,False
3128,Key Airlines,\N,KEY,KEY AIR,United States,False
3129,Key Lime Air,\N,LYM,KEY LIME,United States,False
3130,Keystone Aerial Surveys,\N,FTP,FOOTPRINT,United States,False
3131,Keystone Air Services,\N,KEE,KEYSTONE,Canada,False
3132,Khalifa Airways,\N,KZW,KHALIFA AIR,Algeria,False
3133,Kharkov Aircraft Manufacturing Company,\N,WKH,WEST-KHARKOV,Ukraine,False
3134,Khazar,\N,KHR,KHAZAR,Turkmenistan,False
3135,Khoezestan Photros Air Lines,\N,KHP,PHOTROS AIR,Iran,False
3136,Khoriv-Avia,\N,KRV,KHORIV-AVIA,Ukraine,False
3137,Khors Aircompany,\N,KHO,AIRCOMPANY KHORS,Ukraine,False
3138,Khyber Afghan Airlines,\N,KHY,KHYBER,Afghanistan,False
3139,Kiev Aviation Plant,\N,UAK,AVIATION PLANT,Ukraine,False
3140,King Aviation,\N,KNG,KING,United Kingdom,False
3141,Kingfisher Air Services,\N,BEZ,SEA BREEZE,United States,False
3142,Kingfisher Airlines,\N,KFR,KINGFISHER,India,True
3143,Knighthawk Air Express,\N,KNX,KNIGHT FLIGHT,Canada,False
3144,Kingston Air Services,\N,KAS,KINGSTON AIR,Canada,False
3145,Kinnarps,\N,KIP,KINNARPS,Sweden,False
3146,Kinshasa Airways,\N,KNS,KINSHASA AIRWAYS,Democratic Republic of the Congo,False
3147,Kirov Air Enterprise,\N,KTA,VYATKA-AVIA,Russia,False
3148,Kish Air,\N,IRK,KISHAIR,Iran,True
3149,Kitty Hawk Aircargo,\N,KHA,AIR KITTYHAWK,United States,False
3150,Kitty Hawk Airways,\N,KHC,CARGO HAWK,United States,False
3151,Kiwi International Air Lines,\N,KIA,KIWI AIR,United States,False
3152,Knight Air,\N,KNA,KNIGHTAIR,Canada,False
3153,Knighthawk Express,\N,KHX,RIZZ,United States,False
3154,Knights Airlines,\N,KGT,KNIGHT-LINER,Nigeria,False
3155,Koanda Avacion,\N,KOA,KOANDA,Spain,False
3156,Koda International,\N,OYE,KODA AIR,Nigeria,False
3157,Kogalymavia Air Company,\N,KGL,KOGALYM,Russia,True
3158,Kom Activity,\N,KOM,COMJET,Netherlands,False
3159,Komiaviatrans State Air Enterprise,\N,KMA,KOMI AVIA,Russia,False
3160,Komiinteravia,,KMV,KOMIINTER,Russia,False
3161,Komsomolsk-on-Amur Air Enterprise,\N,KNM,KNAAPO,Russia,False
3162,Koob-Corp - 96 KFT,\N,KOB,AUTOFLEX,Hungary,False
3163,Korean Air,\N,KAL,KOREANAIR,Republic of Korea,True
3164,Kosmas Air,\N,KMG,KOSMAS CARGO,Serbia,False
3165,Kosmos,\N,KSM,KOSMOS,Russia,True
3166,Kosova Airlines,\N,KOS,KOSOVA,Serbia,False
3167,Kovar Air,\N,WOK,WOKAIR,Czech Republic,False
3168,Krasnojarsky Airlines,\N,KJC,KRASNOJARSKY AIR,Russia,True
3169,Kremenchuk Flight College,\N,KFC,KREMENCHUK,Ukraine,False
3170,Krimaviamontag,\N,KRG,AVIAMONTAG,Ukraine,False
3171,Kroonk Air Agency,\N,KRO,KROONK,Ukraine,False
3172,Krylo Airlines,\N,KRI,Krylo,Russia,False
3173,Krym,\N,KYM,CRIMEA AIR,Ukraine,False
3174,Krystel Air Charter,\N,OPC,OPTIC,United Kingdom,False
3175,Kuban Airlines,\N,KIL,AIR KUBAN,Russia,True
3176,Kunpeng Airlines,\N,KPA,KUNPENG,China,False
3177,Kurzemes Avio,\N,KZA,,Russia,False
3178,Kustbevakningen,\N,KBV,SWECOAST,Sweden,False
3179,Kuwait Airways,\N,KAC,KUWAITI,Kuwait,True
3180,Kuzu Airlines Cargo,\N,KZU,KUZU CARGO,Turkey,True
3181,Kvadro Aero,\N,QVR,PEGASO,Kyrgyzstan,False
3182,Kwena Air,\N,KWN,KWENA,South Africa,False
3183,Kyrgyz Airlines,\N,KGZ,BERMET,Kyrgyzstan,False
3184,Kyrgyz Trans Avia,\N,KTC,DINARA,Kyrgyzstan,False
3185,Kyrgyzstan,\N,LYN,ALTYN AVIA,Kyrgyzstan,False
3186,Kyrgyzstan Airlines,\N,KGA,KYRGYZ,Kyrgyzstan,False
3187,Kyrgyzstan Department of Aviation,\N,DAM,FLIGHT RESCUE,Kyrgyzstan,False
3188,Kyrgz General Aviation,\N,KGB,KEMIN,Kyrgyzstan,False
3189,Kibris T,\N,KYV,AIRKIBRIS,Turkey,False
3190,L A Helicopter,\N,LAH,STAR SHIP,United States,False
3191,L J Aviation,\N,LJY,ELJAY,United States,False
3192,L R Airlines,\N,LRB,LADY RACINE,Czech Republic,False
3193,L&L Flygbildteknik,\N,PHO,PHOTOFLIGHT,Sweden,False
3194,L'Express,\N,LEX,LEX,United States,False
3195,L-3 Communications Flight Internation Aviation,\N,FNT,FLIGHT INTERNATIONAL,United States,False
3196,L.A.B. Flying Service,\N,LAB,LAB,United States,False
3197,LACSA,\N,LRC,LACSA,Costa Rica,True
3198,LADE - Lineas Aereas Del Estado,\N,LDE,LADE,Argentina,False
3199,LAI - Linea Aerea IAACA,\N,BNX,AIR BARINAS,Venezuela,False
3200,LAN Airlines,\N,LAN,LAN,Chile,True
3201,LAN Argentina,\N,DSM,LAN AR,Argentina,True
3202,LAN Cargo,\N,LCO,LAN CARGO,Chile,False
3203,LAN Dominica,\N,LNC,LANCANA,Dominican Republic,False
3204,LAN Express,\N,LXP,LANEX,Chile,True
3205,LAN Peru,\N,LPE,LANPERU,Peru,True
3206,LANSA,\N,LSA,INTERNACIONAL,Dominican Republic,False
3207,LAP Colombia - Lineas Aereas Petroleras,\N,APT, S.A.,LAP,False
3208,LASTP,\N,OTN,LASTP,S,False
3209,LC Busre,\N,LCB,BUSRE,Peru,False
3210,LOT Polish Airlines,\N,LOT,POLLOT,Poland,True
3211,LTE International Airways,\N,LTE,FUN JET,Spain,True
3212,LTU Austria,\N,LTO,BILLA TRANSPORT,Austria,True
3213,LTU International,\N,LTU,LTU,Germany,False
3214,LTV Jet Fleet Corporation,\N,JFC,JET-FLEET,United States,False
3215,LUKoil-Avia,\N,LUK,LUKOIL,Russia,False
3216,La Ronge Aviation Services,\N,ASK,AIR SASK,Canada,False
3217,La Valenciana Taxi Aereo,\N,LVT,TAXIVALENCIANA,Mexico,False
3218,Labcorp,\N,SKQ,SKYLAB,United States,False
3219,Labrador Airways,\N,LAL,LAB AIR,Canada,False
3220,Lagun Air,\N,JEV,,Spain,False
3221,Lake Havasu Air Service,\N,HCA,HAVASU,United States,False
3222,Lakeland Aviation,\N,LKL,LAKELAND,United States,False
3223,Laker Airways,\N,LKR,LAKER,United States,False
3224,Laker Airways (Bahamas),\N,LBH,LAKER BAHAMAS,United States,False
3225,Lamra,\N,LMR,LAMAIR,Sudan,False
3226,Lanaes Aereas Trans Costa Rica,\N,TCR,TICOS,Costa Rica,False
3227,Landsflug,\N,ISL,ISLANDIA,Iceland,False
3228,Langtry Flying Group,\N,PAP,PROFLIGHT,United Kingdom,False
3229,Lankair,\N,LKN,Lankair,Sri Lanka,False
3230,Lanza Air,\N,LZA,AEROLANZA,Spain,False
3231,Lanzarote Aerocargo,\N,LZT,BARAKA,Spain,False
3232,Lao Air Company,\N,LLL,LAVIE,Lao Peoples Democratic Republic,False
3233,Lao Airlines,\N,LAO,LAO,Lao Peoples Democratic Republic,True
3234,Lao Capricorn Air,\N,LKA,NAKLOA,Lao Peoples Democratic Republic,False
3235,Laoag International Airlines,\N,LPN,LAOAG AIR,Philippines,False
3236,Laredo Air,\N,LRD,LAREDO AIR,United States,False
3237,LatCharter,\N,LTC,LATCHARTER,Latvia,True
3238,Latvian Air Force,\N,LAF,LATVIAN AIRFORCE,Latvia,False
3239,Lauda Air,\N,LDA,LAUDA AIR,Austria,True
3240,Lauda Air Italy,\N,LDI,LAUDA ITALY,Italy,False
3241,Laughlin Express,\N,LEP,LAUGHLIN EXPRESS,United States,False
3242,Laus,\N,LSU,LAUS AIR,Croatia,False
3243,Lawrence Aviation,\N,LAR,LAWRENCE,United States,False
3244,Layang-Layang Aerospace,\N,LAY,LAYANG,Malaysia,False
3245,Lease-a-Plane International,\N,LPL,LEASE-A-PLANE,United States,False
3246,Lebanese Air Transport,\N,LAQ,LAT,Lebanon,False
3247,Lebanese Air Transport (Charter),\N,LAT,LEBANESE AIR,Lebanon,False
3248,Lebanon Airport Development Corporation,\N,LAD,LADCO-AIR,United States,False
3250,Leconte Airlines,\N,LCA,LECONTE,United States,False
3251,Leeward Islands Air Transport,\N,LIA,LIAT,Antigua and Barbuda,True
3252,Legend Airlines,\N,LGD,LEGENDARY,United States,False
3253,Leisure Air,\N,LWD,LEISURE WORLD,United States,False
3254,Lentini Aviation,\N,LEN,LENTINI,United States,False
3255,Leo-Air,\N,LOR,LEO CHARTER,South Africa,False
3256,Leonsa De Aviacion,\N,LEL,LEONAVIA,Spain,False
3257,Libyan Airlines,\N,LYW,LIBYAN AIRWAYS,Libya,False
3258,Libyan Arab Airlines,\N,LAA,LIBAIR,Libya,True
3259,Libyan Arab Air Cargo,\N,LCR,LIBAC,Libya,False
3260,Lid Air,\N,LIQ,,Sweden,False
3261,Lignes Aeriennes Congolaises,\N,LCG,CONGOLAISE,Democratic Republic of the Congo,False
3262,Lignes Aeriennes Du Tchad,\N,LKD,LATCHAD,Chad,False
3263,Lignes Mauritaniennes Air Express,\N,LME,LIMAIR EXPRESS,Mauritania,False
3264,Lignes Nationales Aeriennes - Linacongo,\N,GCB,LINACONGO,Republic of the Congo,False
3265,Lincoln Air National Guard,\N,GDQ,,United States,False
3266,Lincoln Airlines,\N,LRT,,Australia,False
3267,Lindsay Aviation,\N,LSY,LINDSAY AIR,United States,False
3268,Linea Aerea Costa Norte,\N,NOT,COSTA NORTE,Chile,False
3269,Linea Aerea Mexicana de Carga,\N,LMC,LINEAS DECARGA,Mexico,False
3270,Linea Aerea SAPSA,\N,LNP,SAPSA,Chile,False
3271,Linea Aerea de Fumig Aguas Negras,\N,NEG,AGUAS NEGRAS,Chile,False
3272,Linea Aerea de Servicio Ejecutivo Regional,\N,LER,LASER,Venezuela,False
3273,Linea De Aeroservicios,\N,LSE,,Chile,False
3274,Linea Turistica Aerotuy,\N,TUY,AEREOTUY,Venezuela,False
3275,Lineas Aereas Alaire S.L.,\N,ALR,AEROLAIRE,Spain,False
3276,Lineas Aereas Azteca,\N,LCD,LINEAS AZTECA,Mexico,False
3277,Lineas Aereas Canedo LAC,\N,LCN,CANEDO,Bolivia,False
3278,Lineas Aereas Comerciales,\N,LCM,LINEAS COMERCIALES,Mexico,False
3279,Lineas Aereas Ejectuivas De Durango,\N,EDD,LINEAS DURANGO,Mexico,False
3280,Lineas Aereas Eldorado,\N,EDR,ELDORADRO,Colombia,False
3281,Lineas Aereas Federales,\N,FED,FEDERALES,Argentina,False
3282,Lineas Aereas Monarca,\N,LMN,LINEAS MONARCA,Mexico,False
3283,Lineas Aereas San Jose,\N,LIJ,LINEAS JOSE,Mexico,False
3284,Lineas Aereas del Humaya,\N,UMA,HUMAYA,Mexico,False
3285,Linex,\N,LEC,LECA,Central African Republic,False
3286,Linhas Aereas Santomenses,\N,SMS,SANTOMENSES,S,False
3287,Linhas A,\N,LAM,MOZAMBIQUE,Mozambique,True
3288,Link Airways of Australia,\N,LAW,,Australia,False
3289,Lion Air Services,\N,WGT,WORLDGATE,United Kingdom,False
3290,Lion Mentari Airlines,\N,LNI,LION INTER,Indonesia,True
3291,Lions-Air,\N,LEU,LIONSAIR,Switzerland,False
3292,Lithuanian Air Force,\N,LYF,LITHUANIAN AIRFORCE,Lithuania,False
3293,Little Red Air Service,\N,LRA,LITTLE RED,Canada,False
3294,Livingston,\N,LVG,LIVINGSTON,Italy,False
3295,Lloyd Aereo Boliviano,\N,LLB,LLOYDAEREO,Bolivia,False
3296,Lnair Air Services,\N,LNA,ELNAIR,Spain,False
3297,Lockheed Air Terminal,\N,XLG,,United States,False
3298,Lockeed Aircraft Corporation,\N,LAC,LOCKHEED,United States,False
3299,Lockheed DUATS,\N,XDD,,United States,False
3300,Lockheed Martin Aeronautics,\N,CBD,CATBIRD,United States,False
3301,Lockheed Martin Aeronautics Company,\N,LNG,LIGHTNING,United States,False
3302,Logan Air,\N,LOG,LOGAN,United Kingdom,False
3303,Lom Praha Flying School,\N,CLV,AEROTRAINING,Czech Republic,False
3304,Lomas Helicopters,\N,LMS,LOMAS,United Kingdom,False
3305,London City Airport Jet Centre,\N,LCY,LONDON CITY,United Kingdom,False
3306,London Executive Aviation,\N,LNX,LONEX,United Kingdom,False
3307,London Flight Centre (Stansted),\N,LOV,LOVEAIR,United Kingdom,False
3308,London Helicopter Centres,\N,LHC,MUSTANG,United Kingdom,False
3309,Lone Star Airlines,\N,LSS,LONE STAR,United States,False
3310,Long Island Airlines,\N,ORA,LONG ISLAND,United States,False
3311,Longtail Aviation,\N,LGT,LONGTAIL,Bermuda,False
3312,Lorraine Aviation,\N,LRR,LORRAINE,France,False
3313,Los Cedros Aviacion,\N,LSC,CEDROS,Chile,False
3314,Lotus Air,\N,TAS,LOTUS FLOWER,Egypt,False
3315,Luchtvaartmaatschappij Twente,\N,LTW,TWENTAIR,Netherlands,False
3316,Lucky Air,\N,LKE,LUCKY AIR,China,False
3317,Luft Carago,\N,LUT,LUGO,South Africa,False
3318,Luftfahrt-Vermietungs-Dienst,\N,LVD,AIR SANTE,Austria,False
3319,Luftfahrtgesellschaft Walter,\N,LGW,WALTER,Germany,True
3320,Lufthansa,\N,DLH,LUFTHANSA,Germany,True
3321,Lufthansa Cargo,\N,GEC,LUFTHANSA CARGO,Germany,True
3322,Lufthansa CityLine,\N,CLH,HANSALINE,Germany,True
3323,Lufthansa Systems,\N,,,Germany,False
3324,Lufthansa Technik,\N,LHT,LUFTHANSA TECHNIK,Germany,False
3325,Lufttaxi Fluggesellschaft,,LTF,Garfield,Germany,False
3326,Lufttransport,\N,LTR,LUFT TRANSPORT,Norway,True
3327,Luhansk,\N,LHS,ENTERPRISE LUHANSK,Ukraine,False
3328,Lund University School of Aviation,\N,UNY,UNIVERSITY,Sweden,False
3329,Luxair,\N,LGL,LUXAIR,Luxembourg,True
3330,Luxaviation,\N,LXA,RED LION,Luxembourg,False
3331,Luxembourg Air Rescue,\N,LUV,LUX RESCUE,Luxembourg,False
3332,Luxflight Executive,\N,LFE,LUX EXPRESS,Luxembourg,False
3333,Luxor Air,\N,LXO,,Egypt,False
3334,Luzair,\N,LUZ,LISBON JET,Portugal,False
3335,Lviv Airlines,\N,UKW,UKRAINE WEST,Ukraine,False
3336,Lydd Air,\N,LYD,LYDDAIR,United Kingdom,False
3337,Lynch Flying Service,\N,LCH,LYNCH AIR,United States,False
3338,Lynden Air Cargo,\N,LYC,LYNDEN,United States,False
3339,Lynx Air International,\N,LXF,LYNX FLIGHT,United States,False
3340,Lynx Aviation,\N,LYX,LYNX AIR,Pakistan,False
3342,L,\N,LPR,LAPA,Argentina,True
3343,L,\N,LAU,SURAMERICANO,Colombia,False
3344,M & N Aviation,\N,JNH,JONAH,United States,False
3345,MAC Fotografica,\N,MCF,MAC FOTO,Spain,False
3346,MANAG'AIR,\N,MRG,MANAG'AIR,France,False
3347,MAP-Management and Planung,\N,MPJ,MAPJET,Austria,False
3348,MAS Airways,\N,TFG,TRAFALGAR,United Kingdom,False
3349,MasAir,\N,MAA,MAS CARGA,Mexico,True
3350,MAT Macedonian Airlines,\N,MAK,MAKAVIO,Macedonia,True
3351,MCC Aviation,\N,MCC,DISCOVERY,South Africa,False
3352,MG Aviacion,\N,MGA,MAG AVACION,Spain,False
3353,MIA Airlines,\N,JLA,SALLINE,Romania,False
3354,MIAT Mongolian Airlines,\N,MGL,MONGOL AIR,Mongolia,True
3355,MIT Airlines,\N,MNC,MUNCIE,Canada,False
3356,MK Airline,\N,MKA,KRUGER-AIR,Ghana,False
3357,MNG Airlines,\N,MNB,BLACK SEA,Turkey,True
3358,MSR Flug-Charter,\N,EBF,SKYRUNNER,Germany,False
3359,MTC Aviacion,\N,MCV,MTC AVIACION,Mexico,False
3360,Mac Aviation,\N,MAQ,MAC AVIATION,Spain,False
