name,description,turbulence_category,designator,manufacturer,type,engine_count,engine_type
T-3 Mentor,L1P,L,T34P,FUJI,LandPlane,1,Piston
T-3Kai,L1T,L,T34T,FUJI,LandPlane,1,Turboprop/Turboshaft
T-5,L1T,L,T5,FUJI,LandPlane,1,Turboprop/Turboshaft
T-7,L1T,L,T7,FUJI,LandPlane,1,Turboprop/Turboshaft
T-34 Mentor,L1P,L,T34P,FUJI,LandPlane,1,Piston
UH-1,H1T,L,UH1,FUJI,Helicopter,1,Turboprop/Turboshaft
LM-1 Nikko,L1P,L,KM2,FUJI,LandPlane,1,Piston
LM-2 Nikko,L1P,L,KM2,FUJI,LandPlane,1,Piston
Nikko,L1P,L,KM2,FUJI,LandPlane,1,Piston
B,L1P,L,FNKB,FUNK,LandPlane,1,Piston
G-1,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
G-1 Gélinotte,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
G-1 Goéland  ,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
G-1 Grive,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
G-1 Spyl,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
Gélinotte,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
Goéland,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
Grive,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
Spyl,L1P,L,G1,G1 AVIATION,LandPlane,1,Piston
Floatmaster,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
Missionmaster,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
N-2 Nomad,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
N-22 Floatmaster,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
N-22 Missionmaster,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
ATF-18 Hornet,L2J,M,F18H,GAF,LandPlane,2,Jet
N-22 Nomad,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
N-22 Searchmaster,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
N-24 Nomad,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
Nomad,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
Searchmaster,L2T,L,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
AF-18 Hornet,L2J,M,F18H,GAF,LandPlane,2,Jet
Hornet,L2J,M,F18H,GAF,LandPlane,2,Jet
Falco,L1P,L,FLCO,GALILEO,LandPlane,1,Piston
GB-1 GameBird,L1P,L,GB1,GAME COMPOSITES,LandPlane,1,Piston
GameBird,L1P,L,GB1,GAME COMPOSITES,LandPlane,1,Piston
G-44 Super Widgeon,A2P,L,G44,GANNET,Amphibian,2,Piston
Super Widgeon,A2P,L,G44,GANNET,Amphibian,2,Piston
Bagheera,L1P,L,GY10,GARDAN,LandPlane,1,Piston
GY-80 Horizon,L1P,L,GY80,GARDAN,LandPlane,1,Piston
GY-100 Bagheera,L1P,L,GY10,GARDAN,LandPlane,1,Piston
Horizon,L1P,L,GY80,GARDAN,LandPlane,1,Piston
Linnet,L1P,L,CP30,GARLAND,LandPlane,1,Piston
Melmoth 2,L1P,L,MEL2,GARRISON,LandPlane,1,Piston
AG-02 Poussin,L1P,L,AG02,GATARD,LandPlane,1,Piston
Poussin,L1P,L,AG02,GATARD,LandPlane,1,Piston
24,L2J,L,LJ24,GATES LEARJET,LandPlane,2,Jet
25,L2J,L,LJ25,GATES LEARJET,LandPlane,2,Jet
28,L2J,L,LJ28,GATES LEARJET,LandPlane,2,Jet
29,L2J,L,LJ28,GATES LEARJET,LandPlane,2,Jet
31,L2J,M,LJ31,GATES LEARJET,LandPlane,2,Jet
35,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
36,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
55,L2J,M,LJ55,GATES LEARJET,LandPlane,2,Jet
C-21,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
R-35,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
RC-35,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
RC-36,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
U-36,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
UC-35,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
UC-36,L2J,M,LJ35,GATES LEARJET,LandPlane,2,Jet
EL-1 Gavilan 358,L1P,L,GAVI,GAVILAN,LandPlane,1,Piston
Gavilan 358,L1P,L,GAVI,GAVILAN,LandPlane,1,Piston
G1-80 Skyfarer,L1P,L,G180,GENERAL AIRCRAFT,LandPlane,1,Piston
Skyfarer,L1P,L,G180,GENERAL AIRCRAFT,LandPlane,1,Piston
MQ-1 Predator,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
MQ-1 Warrior,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
RQ-1 Predator,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
MQ-1 Gray Eagle,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
Predator,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
Warrior,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
Grey Eagle,L1P,L,Q1,GENERAL ATOMICS,LandPlane,1,Piston
MQ-9 Reaper,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
MQ-9 Predator B,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
MQ-9 Guardian,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
MQ-9 Ikhana,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
Predator B,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
Reaper,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
Guardian,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
Ikhana,L1T,L,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
Airone,L1P,L,ARON,GENERAL AVIA,LandPlane,1,Piston
Condor,L2T,L,CNDR,GENERAL AVIA,LandPlane,2,Turboprop/Turboshaft
Delfino,L1P,L,PICO,GENERAL AVIA,LandPlane,1,Piston
F-15 Delfino,L1P,L,PICO,GENERAL AVIA,LandPlane,1,Piston
F-15 Picchio,L1P,L,PICO,GENERAL AVIA,LandPlane,1,Piston
F-20 Pegaso,L2P,L,PEGA,GENERAL AVIA,LandPlane,2,Piston
F-20TP Condor,L2T,L,CNDR,GENERAL AVIA,LandPlane,2,Turboprop/Turboshaft
F-22 Pinguino,L1P,L,PINO,GENERAL AVIA,LandPlane,1,Piston
F-22 Pinguino Sprint,L1P,L,PINO,GENERAL AVIA,LandPlane,1,Piston
F-220 Airone,L1P,L,ARON,GENERAL AVIA,LandPlane,1,Piston
Pegaso,L2P,L,PEGA,GENERAL AVIA,LandPlane,2,Piston
Picchio,L1P,L,PICO,GENERAL AVIA,LandPlane,1,Piston
Pinguino,L1P,L,PINO,GENERAL AVIA,LandPlane,1,Piston
Pinguino Sprint,L1P,L,PINO,GENERAL AVIA,LandPlane,1,Piston
Barak,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
Brakeet,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
F-16 Barak,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
F-16 Brakeet,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
F-16 Netz,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
Netz,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
NF-16 Fighting Falcon,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
TF-16 Fighting Falcon,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
F-16 Fighting Falcon,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
Fighting Falcon,L1J,M,F16,GENERAL DYNAMICS,LandPlane,1,Jet
Avenger,L1P,M,TBM,GENERAL MOTORS,LandPlane,1,Piston
FM Wildcat,L1P,L,WCAT,GENERAL MOTORS,LandPlane,1,Piston
TBM Avenger,L1P,M,TBM,GENERAL MOTORS,LandPlane,1,Piston
Wildcat,L1P,L,WCAT,GENERAL MOTORS,LandPlane,1,Piston
GenPro,L1P,L,GPRO,GENEVATION,LandPlane,1,Piston
MB-308,L1P,L,M308,GERMAN BIANCO,LandPlane,1,Piston
G-200,L1P,L,G200,GILES,LandPlane,1,Piston
G-202,L1P,L,G202,GILES,LandPlane,1,Piston
G-222,L1P,L,CP22,GILES,LandPlane,1,Piston
GA-10,L1T,L,GA10,GIPPSAERO,LandPlane,1,Turboprop/Turboshaft
GA-8 Airvan,L1P,L,GA8,GIPPSAERO,LandPlane,1,Piston
Airvan,L1P,L,GA8,GIPPSAERO,LandPlane,1,Piston
Airvan,L1P,L,GA8,GIPPSLAND,LandPlane,1,Piston
Fatman,L1P,L,GA20,GIPPSLAND,LandPlane,1,Piston
GA-8 Airvan,L1P,L,GA8,GIPPSLAND,LandPlane,1,Piston
GA-200 Fatman,L1P,L,GA20,GIPPSLAND,LandPlane,1,Piston
GlaStar,L1P,L,GLST,GLASAIR,LandPlane,1,Piston
Sportsman 2+2,L1P,L,GLST,GLASAIR,LandPlane,1,Piston
Glasair,L1P,L,GLAS,GLASAIR,LandPlane,1,Piston
DG-400,L1P,L,DG40,GLASER-DIRKS,LandPlane,1,Piston
DG-500M,L1P,L,DG50,GLASER-DIRKS,LandPlane,1,Piston
DG-600M,L1P,L,DG60,GLASER-DIRKS,LandPlane,1,Piston
DG-800,L1P,L,DG80,GLASER-DIRKS,LandPlane,1,Piston
SG-70 STOLGlass,L1P,L,SG70,GLASS,LandPlane,1,Piston
STOLGlass,L1P,L,SG70,GLASS,LandPlane,1,Piston
SQ-2000,L1P,L,SQ2T,GLASSIC,LandPlane,1,Piston
Huey 800,H1T,L,UH1,GLOBAL,Helicopter,1,Turboprop/Turboshaft
GC-1 Swift,L1P,L,GC1,GLOBE,LandPlane,1,Piston
Swift,L1P,L,GC1,GLOBE,LandPlane,1,Piston
Glos-Airtourer,L1P,L,TOUR,GLOS AIR,LandPlane,1,Piston
Gauntlet,L1P,L,GAUN,GLOSTER,LandPlane,1,Piston
Gladiator,L1P,L,GLAD,GLOSTER,LandPlane,1,Piston
Meteor,L2J,M,METR,GLOSTER,LandPlane,2,Jet
Pretty Flight,L1P,L,PRET,GM&T,LandPlane,1,Piston
GT-1 Trainer,L1P,L,GOTR,GOAIR,LandPlane,1,Piston
Trainer,L1P,L,GOTR,GOAIR,LandPlane,1,Piston
G-700,L1P,L,AAT4,GOBOSH,LandPlane,1,Piston
G-800,L1P,L,VL3,GOBOSH,LandPlane,1,Piston
G-600,L1P,L,ONE,GOGETAIR ,LandPlane,1,Piston
G-750T,L1P,L,ONE,GOGETAIR ,LandPlane,1,Piston
F-30 Brio,L1P,L,F30,GOLDEN AVIO,LandPlane,1,Piston
Brio,L1P,L,F30,GOLDEN AVIO,LandPlane,1,Piston
F-30 Brio,L1P,L,F30,GOLDEN CAR,LandPlane,1,Piston
Brio,L1P,L,F30,GOLDEN CAR,LandPlane,1,Piston
T-Bird 2 Cargo,L1P,L,TBR3,GOLDEN CIRCLE,LandPlane,1,Piston
T-Bird 3,L1P,L,TBR3,GOLDEN CIRCLE,LandPlane,1,Piston
RF-9,L1P,L,RF9,GOMOLZIG,LandPlane,1,Piston
Corsair,L1P,M,CORS,GOODYEAR,LandPlane,1,Piston
FG Corsair,L1P,M,CORS,GOODYEAR,LandPlane,1,Piston
GV-38,L1P,L,SPST,GÖTAVERKEN,LandPlane,1,Piston
2T-1 Sport,L1P,L,G2T1,GREAT LAKES,LandPlane,1,Piston
2T-1 Sport Trainer,L1P,L,G2T1,GREAT LAKES,LandPlane,1,Piston
Sport,L1P,L,G2T1,GREAT LAKES,LandPlane,1,Piston
Sport Trainer,L1P,L,G2T1,GREAT LAKES,LandPlane,1,Piston
Sonerai,L1P,L,SRAI,GREAT PLAINS,LandPlane,1,Piston
Aircamper,L1P,L,CAMP,GREGA,LandPlane,1,Piston
GN-1 Aircamper,L1P,L,CAMP,GREGA,LandPlane,1,Piston
Lionheart,L1P,L,LION,GRIFFON,LandPlane,1,Piston
Griffon,L1P,L,GRFN,GRIFFON AERO,LandPlane,1,Piston
G-801 Orion,L1P,L,G800,GRINVALDS,LandPlane,1,Piston
G-802 Orion,L1P,L,G800,GRINVALDS,LandPlane,1,Piston
Orion,L1P,L,G800,GRINVALDS,LandPlane,1,Piston
Acro,L1P,L,G15T,GROB,LandPlane,1,Piston
Bavarian,L1P,L,G115,GROB,LandPlane,1,Piston
D-500 Egrett 2,L1T,L,EGRT,GROB,LandPlane,1,Turboprop/Turboshaft
Egrett 2,L1T,L,EGRT,GROB,LandPlane,1,Turboprop/Turboshaft
G-103C Twin 3SL,L1P,L,G103,GROB,LandPlane,1,Piston
G-109,L1P,L,G109,GROB,LandPlane,1,Piston
G-109 Ranger,L1P,L,G109,GROB,LandPlane,1,Piston
G-109 Vigilant,L1P,L,G109,GROB,LandPlane,1,Piston
G-115,L1P,L,G115,GROB,LandPlane,1,Piston
G-115A,L1P,L,G115,GROB,LandPlane,1,Piston
G-115B,L1P,L,G115,GROB,LandPlane,1,Piston
G-115C,L1P,L,G115,GROB,LandPlane,1,Piston
G-115D,L1P,L,G115,GROB,LandPlane,1,Piston
G-115D Bavarian,L1P,L,G115,GROB,LandPlane,1,Piston
G-115D Heron,L1P,L,G115,GROB,LandPlane,1,Piston
G-115E,L1P,L,G115,GROB,LandPlane,1,Piston
G-115E Tutor,L1P,L,G115,GROB,LandPlane,1,Piston
G-115T Acro,L1P,L,G15T,GROB,LandPlane,1,Piston
G-120,L1P,L,G120,GROB,LandPlane,1,Piston
G-120 Snunit,L1P,L,G120,GROB,LandPlane,1,Piston
G-140TP,L1T,L,G140,GROB,LandPlane,1,Turboprop/Turboshaft
G-160 Ranger,L1T,L,G160,GROB,LandPlane,1,Turboprop/Turboshaft
G-180 SPn Utility Jet,L2J,L,GSPN,GROB,LandPlane,2,Jet
G-520 Strato 1,L1T,L,EGRT,GROB,LandPlane,1,Turboprop/Turboshaft
GF-200,L1P,L,GF20,GROB,LandPlane,1,Piston
Heron,L1P,L,G115,GROB,LandPlane,1,Piston
Ranger (G-109),L1P,L,G109,GROB,LandPlane,1,Piston
Ranger (G-160),L1T,L,G160,GROB,LandPlane,1,Turboprop/Turboshaft
Snunit,L1P,L,G120,GROB,LandPlane,1,Piston
SPn Utility Jet,L2J,L,GSPN,GROB,LandPlane,2,Jet
Strato 1,L1T,L,EGRT,GROB,LandPlane,1,Turboprop/Turboshaft
Tutor,L1P,L,G115,GROB,LandPlane,1,Piston
Twin 3SL,L1P,L,G103,GROB,LandPlane,1,Piston
Vigilant,L1P,L,G109,GROB,LandPlane,1,Piston
G-120TP,L1T,L,G12T,GROB,LandPlane,1,Turboprop/Turboshaft
H2X Hawk 3,G1P,L,HAW3,GROEN,Gyrocopter,1,Piston
Hawk 3,G1P,L,HAW3,GROEN,Gyrocopter,1,Piston
Hawk 4,G1P,L,HW4P,GROEN,Gyrocopter,1,Piston
Jet Hawk 4T,G1T,L,HW4T,GROEN,Gyrocopter,1,Turboprop/Turboshaft
Revcon 6G,G1T,L,REV6,GROEN,Gyrocopter,1,Turboprop/Turboshaft
Trail,L1P,L,TRAL,GROPPO,LandPlane,1,Piston
G-70,L1P,L,G70,GROPPO,LandPlane,1,Piston
Easy Eagle,L1P,L,EAEA,GROSSO,LandPlane,1,Piston
GR-2 Whisper,L1P,L,WHIS,GROVE,LandPlane,1,Piston
Whisper,L1P,L,WHIS,GROVE,LandPlane,1,Piston
J-6 Karatoo,L1P,L,KTOO,GROVER,LandPlane,1,Piston
Karatoo,L1P,L,KTOO,GROVER,LandPlane,1,Piston
A-6 Intruder,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
Academe,L2T,M,G159,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
Ag-Cat,L1P,L,G164,GRUMMAN,LandPlane,1,Piston
Albatross,A2P,M,U16,GRUMMAN,Amphibian,2,Piston
AO-1 Mohawk,L2T,M,V1,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
Avenger,L1P,M,TBM,GRUMMAN,LandPlane,1,Piston
Bearcat,L1P,L,BCAT,GRUMMAN,LandPlane,1,Piston
C-1 Trader,L2P,M,G96,GRUMMAN,LandPlane,2,Piston
C-2 Greyhound,L2T,M,C2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
C-20J Gulfstream 2SP,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
Daya,L2T,M,E2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
E-2 Daya,L2T,M,E2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
E-2 Hawkeye,L2T,M,E2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
E-8 J-Stars,L4J,H,B703,GRUMMAN,LandPlane,4,Jet
EA-6 Prowler,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
F3F Replica,L1P,L,F3F,GRUMMAN,LandPlane,1,Piston
F4F Wildcat,L1P,L,WCAT,GRUMMAN,LandPlane,1,Piston
F6F Hellcat,L1P,L,HCAT,GRUMMAN,LandPlane,1,Piston
F7F Tigercat,L2P,M,TCAT,GRUMMAN,LandPlane,2,Piston
F8F Bearcat,L1P,L,BCAT,GRUMMAN,LandPlane,1,Piston
F9F Panther,L1J,M,F9F,GRUMMAN,LandPlane,1,Jet
F-14 Tomcat,L2J,M,F14,GRUMMAN,LandPlane,2,Jet
G-11 Replica,L1P,L,F3F,GRUMMAN,LandPlane,1,Piston
G-21A Goose,A2P,L,G21,GRUMMAN,Amphibian,2,Piston
G-32 Replica,L1P,L,F3F,GRUMMAN,LandPlane,1,Piston
G-36 Wildcat,L1P,L,WCAT,GRUMMAN,LandPlane,1,Piston
G-38 Goose,A2P,L,G21,GRUMMAN,Amphibian,2,Piston
G-39 Goose,A2P,L,G21,GRUMMAN,Amphibian,2,Piston
G-40 Avenger,L1P,M,TBM,GRUMMAN,LandPlane,1,Piston
G-44 Widgeon,A2P,L,G44,GRUMMAN,Amphibian,2,Piston
G-50 Hellcat,L1P,L,HCAT,GRUMMAN,LandPlane,1,Piston
G-51 Tigercat,L2P,M,TCAT,GRUMMAN,LandPlane,2,Piston
G-58 Bearcat,L1P,L,BCAT,GRUMMAN,LandPlane,1,Piston
G-64 Albatross,A2P,M,U16,GRUMMAN,Amphibian,2,Piston
G-73 Mallard,A2P,L,G73,GRUMMAN,Amphibian,2,Piston
G-73T Turbo Mallard,A2T,L,G73T,GRUMMAN,Amphibian,2,Turboprop/Turboshaft
G-79 Panther,L1J,M,F9F,GRUMMAN,LandPlane,1,Jet
G-89 Tracker,L2P,M,S2P,GRUMMAN,LandPlane,2,Piston
G-96 Trader,L2P,M,G96,GRUMMAN,LandPlane,2,Piston
G-111 Albatross,A2P,M,U16,GRUMMAN,Amphibian,2,Piston
G-128 Intruder,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
G-128 Prowler,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
G-134 Mohawk,L2T,M,V1,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
G-159 Gulfstream 1,L2T,M,G159,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
G-164 Ag-Cat,L1P,L,G164,GRUMMAN,LandPlane,1,Piston
G-164 Super Ag-Cat,L1P,L,G164,GRUMMAN,LandPlane,1,Piston
G-164 Turbo Ag-Cat,L1T,L,G64T,GRUMMAN,LandPlane,1,Turboprop/Turboshaft
G-1159 Gulfstream 2,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
G-1159 Gulfstream 2SP,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
G-1159B Gulfstream 2B,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
Goose,A2P,L,G21,GRUMMAN,Amphibian,2,Piston
Greyhound,L2T,M,C2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
Gulfstream 1,L2T,M,G159,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
Gulfstream 2,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
Gulfstream 2B,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
Gulfstream 2SP,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
Hawkeye,L2T,M,E2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
Hellcat,L1P,L,HCAT,GRUMMAN,LandPlane,1,Piston
HU-16 Albatross,A2P,M,U16,GRUMMAN,Amphibian,2,Piston
Intruder,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
J4F Widgeon,A2P,L,G44,GRUMMAN,Amphibian,2,Piston
JRF Goose,A2P,L,G21,GRUMMAN,Amphibian,2,Piston
J-Stars,L4J,H,B703,GRUMMAN,LandPlane,4,Jet
KA-6 Intruder,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
Mallard,A2P,L,G73,GRUMMAN,Amphibian,2,Piston
Mohawk,L2T,M,V1,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
OV-1 Mohawk,L2T,M,V1,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
P-16 Tracker,L2P,M,S2P,GRUMMAN,LandPlane,2,Piston
Panther,L1J,M,F9F,GRUMMAN,LandPlane,1,Jet
Prowler,L2J,M,A6,GRUMMAN,LandPlane,2,Jet
RV-1 Mohawk,L2T,M,V1,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
S-2 Tracker,L2P,M,S2P,GRUMMAN,LandPlane,2,Piston
S-2 Turbo Tracker,L2T,M,S2T,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
S2F Tracker,L2P,M,S2P,GRUMMAN,LandPlane,2,Piston
SA-16 Albatross,A2P,M,U16,GRUMMAN,Amphibian,2,Piston
Super Ag-Cat,L1P,L,G164,GRUMMAN,LandPlane,1,Piston
TBF Avenger,L1P,M,TBM,GRUMMAN,LandPlane,1,Piston
TC-4 Academe,L2T,M,G159,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
TE-2 Hawkeye,L2T,M,E2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
TF Trader,L2P,M,G96,GRUMMAN,LandPlane,2,Piston
Tigercat,L2P,M,TCAT,GRUMMAN,LandPlane,2,Piston
Tomcat,L2J,M,F14,GRUMMAN,LandPlane,2,Jet
Tracker,L2P,M,S2P,GRUMMAN,LandPlane,2,Piston
Trader,L2P,M,G96,GRUMMAN,LandPlane,2,Piston
Turbo Ag-Cat,L1T,L,G64T,GRUMMAN,LandPlane,1,Turboprop/Turboshaft
Turbo Mallard,A2T,L,G73T,GRUMMAN,Amphibian,2,Turboprop/Turboshaft
Turbo Tracker,L2T,M,S2T,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
UF Albatross,A2P,M,U16,GRUMMAN,Amphibian,2,Piston
VC-4 Gulfstream 1,L2T,M,G159,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
VC-11 Gulfstream 2,L2J,M,GLF2,GRUMMAN,LandPlane,2,Jet
Widgeon,A2P,L,G44,GRUMMAN,Amphibian,2,Piston
Wildcat,L1P,L,WCAT,GRUMMAN,LandPlane,1,Piston
AA-1 Lynx,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
AA-1 T-Cat,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
AA-1 Tr2,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
AA-1 Trainer,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
AA-5 Cheetah,L1P,L,AA5,GRUMMAN AMERICAN,LandPlane,1,Piston
AA-5 Tiger,L1P,L,AA5,GRUMMAN AMERICAN,LandPlane,1,Piston
AA-5 Traveler,L1P,L,AA5,GRUMMAN AMERICAN,LandPlane,1,Piston
Ag-Cat,L1P,L,G164,GRUMMAN AMERICAN,LandPlane,1,Piston
Cheetah,L1P,L,AA5,GRUMMAN AMERICAN,LandPlane,1,Piston
Cougar,L2P,L,GA7,GRUMMAN AMERICAN,LandPlane,2,Piston
G-164 Ag-Cat,L1P,L,G164,GRUMMAN AMERICAN,LandPlane,1,Piston
G-164 Super Ag-Cat,L1P,L,G164,GRUMMAN AMERICAN,LandPlane,1,Piston
G-164 Turbo Ag-Cat,L1T,L,G64T,GRUMMAN AMERICAN,LandPlane,1,Turboprop/Turboshaft
G-1159 Gulfstream 2,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
G-1159 Gulfstream 2SP,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
G-1159B Gulfstream 2B,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
G-1159TT Gulfstream 2TT,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
GA-7 Cougar,L2P,L,GA7,GRUMMAN AMERICAN,LandPlane,2,Piston
Gulfstream 2,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
Gulfstream 2B,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
Gulfstream 2SP,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
Gulfstream 2TT,L2J,M,GLF2,GRUMMAN AMERICAN,LandPlane,2,Jet
Lynx,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
Super Ag-Cat,L1P,L,G164,GRUMMAN AMERICAN,LandPlane,1,Piston
T-Cat,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
Tiger,L1P,L,AA5,GRUMMAN AMERICAN,LandPlane,1,Piston
Tr2,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
Trainer,L1P,L,AA1,GRUMMAN AMERICAN,LandPlane,1,Piston
Traveler,L1P,L,AA5,GRUMMAN AMERICAN,LandPlane,1,Piston
Turbo Ag-Cat,L1T,L,G64T,GRUMMAN AMERICAN,LandPlane,1,Turboprop/Turboshaft
MD-3 Rider,L1P,L,MD3R,GRYF,LandPlane,1,Piston
MD-3 SportRider,L1P,L,MD3R,GRYF,LandPlane,1,Piston
Rider,L1P,L,MD3R,GRYF,LandPlane,1,Piston
SportRider,L1P,L,MD3R,GRYF,LandPlane,1,Piston
P-27 Skyster,L1P,L,P27,GRYF,LandPlane,1,Piston
Skyster,L1P,L,P27,GRYF,LandPlane,1,Piston
G-1,L1P,L,G1,GUERIN,LandPlane,1,Piston
Cabri,H1P,L,G2CA,GUIMBAL,Helicopter,1,Piston
G-2 Cabri,H1P,L,G2CA,GUIMBAL,Helicopter,1,Piston
F-6,L2J,M,MG19,GUIZHOU,LandPlane,2,Jet
FT-7,L1J,M,MG21,GUIZHOU,LandPlane,1,Jet
FTC-2000 Shanying,L1J,M,JL9,GUIZHOU,LandPlane,1,Jet
J-6,L2J,M,MG19,GUIZHOU,LandPlane,2,Jet
JJ-7,L1J,M,MG21,GUIZHOU,LandPlane,1,Jet
JL-9 Shanying,L1J,M,JL9,GUIZHOU,LandPlane,1,Jet
Shanying,L1J,M,JL9,GUIZHOU,LandPlane,1,Jet
690 Jetprop Commander 840,L2T,L,AC90,GULFSTREAM AEROSPACE,LandPlane,2,Turboprop/Turboshaft
